№ Участника,Наименование участника,Ссылка,"БИН (ИНН, УНП)",ИИН,РНН
318787,"Товарищество с ограниченной ответственностью ""Аванта К""",https://fms.ecc.kz/ru/register/supplierreg/show/318787,200140019957,,
318727,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТОМАТОЛОГИЯ ЕРЖИГИТ""",https://fms.ecc.kz/ru/register/supplierreg/show/318727,221140017590,,
318667,ТОЛЕШБАЕВ ДИАС,https://fms.ecc.kz/ru/register/supplierreg/show/318667,,891221300206,
318447,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ZHETI QAZYNA KZ""",https://fms.ecc.kz/ru/register/supplierreg/show/318447,201140000760,,
318367,"Товарищество с ограниченной ответственностью ""Алем - Пласт""",https://fms.ecc.kz/ru/register/supplierreg/show/318367,070440002627,,
318327,"Товарищество с ограниченной ответственностью ""AMARA HOSPIS""",https://fms.ecc.kz/ru/register/supplierreg/show/318327,220640048704,,
318287,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""PRIMA GROUP COMPANY""",https://fms.ecc.kz/ru/register/supplierreg/show/318287,201140002281,,
318247,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""UNITED MEDICAL""",https://fms.ecc.kz/ru/register/supplierreg/show/318247,140140018112,,
318187,"Товарищество с ограниченной ответственностью ""Adil Med KZ""",https://fms.ecc.kz/ru/register/supplierreg/show/318187,230540008951,,
318147,"Товарищество с ограниченной ответственностью ""NOUVAG-DENT""",https://fms.ecc.kz/ru/register/supplierreg/show/318147,200740024370,,
318107,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬЯНС-MEDICA""",https://fms.ecc.kz/ru/register/supplierreg/show/318107,031040004337,,
318087,ИП НАУРЗБАЕВ АСЛАНБЕК,https://fms.ecc.kz/ru/register/supplierreg/show/318087,,760908300727,
318027,"Товарищество с ограниченной ответственностью ""HiLife (ХайЛайф)""",https://fms.ecc.kz/ru/register/supplierreg/show/318027,210940008142,,
317947,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АСЫЛ-ФАРМ COMPANY""",https://fms.ecc.kz/ru/register/supplierreg/show/317947,010140004493,,
317907,"Товарищество с ограниченной ответственностью ""KazMiningServices""",https://fms.ecc.kz/ru/register/supplierreg/show/317907,170640014490,,
317867,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ISHYM MEDICAL""",https://fms.ecc.kz/ru/register/supplierreg/show/317867,221040030445,,
317787,"Товарищество с ограниченной ответственностью ""МЦ Reamed""",https://fms.ecc.kz/ru/register/supplierreg/show/317787,220940003408,,
317687,"Товарищество с ограниченной ответственностью ""Поликлиника Рахат Астана""",https://fms.ecc.kz/ru/register/supplierreg/show/317687,230340035238,,
317587,"Товарищество с ограниченной ответственностью ""МERIS Construction""",https://fms.ecc.kz/ru/register/supplierreg/show/317587,110340002900,,
317487,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКС ГРУП""",https://fms.ecc.kz/ru/register/supplierreg/show/317487,191140026492,,
317407,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОДИАТР""",https://fms.ecc.kz/ru/register/supplierreg/show/317407,201140002192,,
317327,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАСТЕРГРУПП""",https://fms.ecc.kz/ru/register/supplierreg/show/317327,200440002359,,
317287,"Товарищество с ограниченной ответственностью ""JMD Clinic""",https://fms.ecc.kz/ru/register/supplierreg/show/317287,220840042900,,
317247,"Товарищество с ограниченной ответственностью ""Медицинский центр ""iClinic Atyrau""""",https://fms.ecc.kz/ru/register/supplierreg/show/317247,210140035178,,
317187,ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ “ДЕЛЬРУС КАЗАХСТАН”,https://fms.ecc.kz/ru/register/supplierreg/show/317187,220740042749,,
317147,"Государственное коммунальное предприятие на праве хозяйственного ведения ""Жамбылский областной перинатальный центр управления здравоохранения акимата Жамбылской области""",https://fms.ecc.kz/ru/register/supplierreg/show/317147,230640012399,,
317107,"Товарищество с ограниченной ответственностью ""Зубайра""",https://fms.ecc.kz/ru/register/supplierreg/show/317107,221140052806,,
317047,"Товарищество с ограниченной ответственностью ""Dr. Asad""",https://fms.ecc.kz/ru/register/supplierreg/show/317047,220540010951,,
316967,"Товарищество с ограниченной ответственностью ""Turan MD""",https://fms.ecc.kz/ru/register/supplierreg/show/316967,150240002934,,
316887,"Товарищество с ограниченной ответственностью """"GIRNE""""",https://fms.ecc.kz/ru/register/supplierreg/show/316887,230540041597,,
316767,"Товарищество с ограниченной ответственностью ""Sanamedical""",https://fms.ecc.kz/ru/register/supplierreg/show/316767,190540030571,,
316707,СИБИРКО ОКСАНА,https://fms.ecc.kz/ru/register/supplierreg/show/316707,,800920400789,
316607,ИП СИБИРКО ОКСАНА,https://fms.ecc.kz/ru/register/supplierreg/show/316607,,800920400789,
316567,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИЛИАЛ РДЦ""",https://fms.ecc.kz/ru/register/supplierreg/show/316567,150740006003,,
316447,"Товарищество с ограниченной ответственностью ""AKISHEV & Co""",https://fms.ecc.kz/ru/register/supplierreg/show/316447,210140033637,,
316247,"Товарищество с ограниченной ответственностью ""Mexel Health""",https://fms.ecc.kz/ru/register/supplierreg/show/316247,100440008882,,
316167,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКИЙ ЦЕНТР ""АЛТЫН""""",https://fms.ecc.kz/ru/register/supplierreg/show/316167,220840006469,,
316087,"Товарищество с ограниченной ответственностью ""АСМ клиник""",https://fms.ecc.kz/ru/register/supplierreg/show/316087,230140033046,,
316047,"Товарищество с ограниченной ответственностью ""Service Prom Qazaqstan""",https://fms.ecc.kz/ru/register/supplierreg/show/316047,181040021426,,
316007,ИП Медина,https://fms.ecc.kz/ru/register/supplierreg/show/316007,,821012400411,
315947,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ADAL MEDPHARM""",https://fms.ecc.kz/ru/register/supplierreg/show/315947,200640020641,,
315867,ИП АЙТУЕВА Э.Е.,https://fms.ecc.kz/ru/register/supplierreg/show/315867,,830912401491,
315827,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОЛИВА""",https://fms.ecc.kz/ru/register/supplierreg/show/315827,990240000417,,
315747,"""Elite Med"" жауапкершілігі шектеулі серіктестігі",https://fms.ecc.kz/ru/register/supplierreg/show/315747,230140020034,,
315687,"Товарищество с ограниченной ответственностью ""Внешнеторговое объединение МЕДТЕХНИКА""",https://fms.ecc.kz/ru/register/supplierreg/show/315687,080540005230,,
315667,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""AG-MEDICUS""",https://fms.ecc.kz/ru/register/supplierreg/show/315667,210840002068,,
315607,"Товарищество с ограниченной ответственностью ""DI Life (Ди лайф)""",https://fms.ecc.kz/ru/register/supplierreg/show/315607,180140021368,,
315547,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""INFINITY LIFE""",https://fms.ecc.kz/ru/register/supplierreg/show/315547,210740007362,,
315507,"ИП ""МУРАТОВА А. У.""",https://fms.ecc.kz/ru/register/supplierreg/show/315507,,810526401300,
315447,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""AIRUS TECHNOLOGY""",https://fms.ecc.kz/ru/register/supplierreg/show/315447,160140002576,,
315327,"Товарищество с ограниченной ответственностью ""32 Qarat""",https://fms.ecc.kz/ru/register/supplierreg/show/315327,210740009217,,
315267,ИП ШУЙТАНОВ ДАРХАН,https://fms.ecc.kz/ru/register/supplierreg/show/315267,,760429301652,
315207,"Товарищество с ограниченной ответственностью ""Мейірім-Орал""",https://fms.ecc.kz/ru/register/supplierreg/show/315207,230140022625,,
315147,"Товарищество с ограниченной ответственностью ""UmmaMed""",https://fms.ecc.kz/ru/register/supplierreg/show/315147,230540000778,,
315027,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАСТРОMEDICL""",https://fms.ecc.kz/ru/register/supplierreg/show/315027,230240038665,,
314987,"ИП ""Дастан""",https://fms.ecc.kz/ru/register/supplierreg/show/314987,,860213350716,
314887,"ТОО ""Vision-X""",https://fms.ecc.kz/ru/register/supplierreg/show/314887,230640023989,,
314787,"Товарищество с ограниченной ответственностью ""ЖЕТЫСУ-МЕД""",https://fms.ecc.kz/ru/register/supplierreg/show/314787,100240017100,,
314727,ИП Medintel,https://fms.ecc.kz/ru/register/supplierreg/show/314727,,970101300094,
314667,"Филиал Акционерного общества ""ForteBank"" в городе Тараз",https://fms.ecc.kz/ru/register/supplierreg/show/314667,061241005707,,
314607,"ТОО ""KazMed Company""",https://fms.ecc.kz/ru/register/supplierreg/show/314607,220640002598,,
314567,"Туркестанский областной филиал Республиканского государственного предприятия на праве хозяйственного ведения ""Национальный научный центр развития здравоохранения имени Салидат Каирбековой» Министерства здравоохранения Республики Казахстан",https://fms.ecc.kz/ru/register/supplierreg/show/314567,221141055589,,
314487,"Товарищество с ограниченной ответственностью ""QUANTOM""",https://fms.ecc.kz/ru/register/supplierreg/show/314487,161140005751,,
314307,"Товарищество с ограниченной ответственностью Дерматологический центр ""Aesthetic Dermatology""",https://fms.ecc.kz/ru/register/supplierreg/show/314307,230140003788,,
314207,"ТОО ""Zangar advance""",https://fms.ecc.kz/ru/register/supplierreg/show/314207,191040027615,,
314127,"УЗИ Кабинет ""Нурмед""",https://fms.ecc.kz/ru/register/supplierreg/show/314127,,820928400964,
314067,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""BABY SPA""",https://fms.ecc.kz/ru/register/supplierreg/show/314067,230340022454,,
313967,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭДЕЛЬВЕЙС ФАЙФ""",https://fms.ecc.kz/ru/register/supplierreg/show/313967,140240004443,,
313927,ИП БЕКСЕИТОВ АЙДОС,https://fms.ecc.kz/ru/register/supplierreg/show/313927,,850708302507,
313867,КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ «ГОСУДАРСТВЕННЫЙ ВЫСШИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ ИМЕНИ ДУЙСЕНБИ КАЛМАТАЕВА» УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ОБЛАСТИ АБАЙ,https://fms.ecc.kz/ru/register/supplierreg/show/313867,990340001964,,
313787,ИП АЙДАРБЕКОВ НУРКЕН,https://fms.ecc.kz/ru/register/supplierreg/show/313787,,800317302631,
313747,"Товарищество с ограниченной ответственностью ""BEK clinic""",https://fms.ecc.kz/ru/register/supplierreg/show/313747,230440026153,,
313687,ИП УТЕБАЕВА ЖАЗИРА,https://fms.ecc.kz/ru/register/supplierreg/show/313687,,770825402621,
313647,"""BERCLINIC"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/register/supplierreg/show/313647,200540018804,,
313607,"ТОО ""NYGMED""",https://fms.ecc.kz/ru/register/supplierreg/show/313607,230340029937,,
313507,"Жамбылский областной филиал Республиканского государственного предриятия на праве хозяйственного ведения ""Национальный научный центр развития здравоохранения имени Салидат Каирбековой"" Министерства здравоохранения Республики Казахстан",https://fms.ecc.kz/ru/register/supplierreg/show/313507,221241000783,,
313447,"Товарищество с ограниченной ответственностью ""ALEL MEDICAL GROUP""",https://fms.ecc.kz/ru/register/supplierreg/show/313447,230340039568,,
313407,"ТОО ""Клиника Нур-Мед""",https://fms.ecc.kz/ru/register/supplierreg/show/313407,230340006988,,
313247,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""YURIA-PHARM KAZAKHSTAN (ЮРИЯ-ФАРМ КАЗАХСТАН)""",https://fms.ecc.kz/ru/register/supplierreg/show/313247,221040021911,,
313147,"Товарищество с ограниченной ответственностью ""Алтын Дент Клиника""",https://fms.ecc.kz/ru/register/supplierreg/show/313147,211140036298,,
313087,ИП ADIMED,https://fms.ecc.kz/ru/register/supplierreg/show/313087,,870426401566,
313027,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""BELMED""",https://fms.ecc.kz/ru/register/supplierreg/show/313027,220740007989,,
312967,"ТОО ""AIZERE-DENT""",https://fms.ecc.kz/ru/register/supplierreg/show/312967,221240031272,,
312927,"Товарищество с ограниченной ответственностью ""DJUNO""",https://fms.ecc.kz/ru/register/supplierreg/show/312927,230240025396,,
312867,"Товарищество с ограниченной ответственностью ""Тополь""",https://fms.ecc.kz/ru/register/supplierreg/show/312867,991040001502,,
312787,"""АДИНА-МЕД"" жауапкершілігі шектеулі серіктестігі",https://fms.ecc.kz/ru/register/supplierreg/show/312787,230440035231,,
312727,"Товарищество с ограниченной ответственностью ""KPM GROUP""",https://fms.ecc.kz/ru/register/supplierreg/show/312727,140540025744,,
312687,"Товарищество с ограниченной ответственностью ""AMAST""",https://fms.ecc.kz/ru/register/supplierreg/show/312687,180340035484,,
312487,"Товарищество с ограниченной ответственностью ""Ақжан-1""",https://fms.ecc.kz/ru/register/supplierreg/show/312487,230340009427,,
312427,"ТОО """"Центр семейной стоматологии ""VITA DENTAL CLINIC""""",https://fms.ecc.kz/ru/register/supplierreg/show/312427,230240041447,,
312367,"Товарищество с ограниченной ответственностью ""Asia Steel Trade""",https://fms.ecc.kz/ru/register/supplierreg/show/312367,170740010619,,
312307,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""MEDPOINT""",https://fms.ecc.kz/ru/register/supplierreg/show/312307,221140000020,,
312227,"ТОО ""Koksu-Medical""",https://fms.ecc.kz/ru/register/supplierreg/show/312227,230440006456,,
312127,"Товарищество с ограниченной ответственностью ""Med centre""",https://fms.ecc.kz/ru/register/supplierreg/show/312127,230240020701,,
312027,"Товарищество с ограниченной ответственностью ""Taraz Paper Manufactory""",https://fms.ecc.kz/ru/register/supplierreg/show/312027,190640021487,,
311887,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЭМИ""",https://fms.ecc.kz/ru/register/supplierreg/show/311887,961040000239,,
311827,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЕТЕС""",https://fms.ecc.kz/ru/register/supplierreg/show/311827,170440032233,,
311767,"Товарищество с ограниченной ответственностью ""Абуцел""",https://fms.ecc.kz/ru/register/supplierreg/show/311767,221240002154,,
311727,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""QAZQURALMED""",https://fms.ecc.kz/ru/register/supplierreg/show/311727,190740018748,,
311667,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАСПИМЕД""",https://fms.ecc.kz/ru/register/supplierreg/show/311667,211140030813,,
311607,"ТОО ""РОК ""Атлант""",https://fms.ecc.kz/ru/register/supplierreg/show/311607,210240042184,,
311467,"Товарищество с ограниченной ответственностью ""SMK-ритм""",https://fms.ecc.kz/ru/register/supplierreg/show/311467,230240014816,,
311427,"Товарищество с ограниченной ответственностью ""Медицинский центр ""ЖанАли""",https://fms.ecc.kz/ru/register/supplierreg/show/311427,220440050104,,
311207,ИП Куаныш мед,https://fms.ecc.kz/ru/register/supplierreg/show/311207,,870713301371,
311167,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИЗУС-МЕД""",https://fms.ecc.kz/ru/register/supplierreg/show/311167,230140016234,,
311127,"Товарищество с ограниченной ответственностью ""Қайсар-сервис""",https://fms.ecc.kz/ru/register/supplierreg/show/311127,010940003701,,
311047,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЧИ""",https://fms.ecc.kz/ru/register/supplierreg/show/311047,221040016033,,
310967,ТОО «Международный научный центр травматологии и ортопедии»,https://fms.ecc.kz/ru/register/supplierreg/show/310967,211140036179,,
310927,ИП КАКЕНОВА ЖАНСАЯ,https://fms.ecc.kz/ru/register/supplierreg/show/310927,,920323450704,
310887,"Товарищество с ограниченной ответственностью ""Амире-Мансур""",https://fms.ecc.kz/ru/register/supplierreg/show/310887,230240020682,,
310847,"Товарищество с ограниченной ответственностью ""Керуен-Mеdicus на Шарипова""",https://fms.ecc.kz/ru/register/supplierreg/show/310847,230440031665,,
310807,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""EXPERT ORTHO""",https://fms.ecc.kz/ru/register/supplierreg/show/310807,220640050311,,
310767,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕНТАЛ МЕДСЕРВИС""",https://fms.ecc.kz/ru/register/supplierreg/show/310767,200640004977,,
310707,"Товарищество с ограниченной ответственностью ""Tandem TVS""",https://fms.ecc.kz/ru/register/supplierreg/show/310707,010340002840,,
310647,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""HALYK PHARM""",https://fms.ecc.kz/ru/register/supplierreg/show/310647,211040029112,,
310607,"Товарищество с ограниченной ответственностью ""Аура-Мед""",https://fms.ecc.kz/ru/register/supplierreg/show/310607,030240007584,,
310387,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""MEDVOYAGE""",https://fms.ecc.kz/ru/register/supplierreg/show/310387,120540011364,,
310287,"Товарищество с ограниченной ответственностью ""T.T-Pharm""",https://fms.ecc.kz/ru/register/supplierreg/show/310287,180140008370,,
310247,"Товарищество с ограниченной ответственностью ""КДЛ ""ЭКО лаб""""",https://fms.ecc.kz/ru/register/supplierreg/show/310247,230440040535,,
310167,"Товарищество с ограниченной ответственностью ""Modern Dentistry""",https://fms.ecc.kz/ru/register/supplierreg/show/310167,200240024095,,
310127,"Товарищество с ограниченной ответственностью ""ЖДС КСТ""",https://fms.ecc.kz/ru/register/supplierreg/show/310127,180540009591,,
310087,"Товарищество с ограниченной ответственностью ""Медиал Групп""",https://fms.ecc.kz/ru/register/supplierreg/show/310087,150940004778,,
310027,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"СЕМЕЙНАЯ ВРАЧЕБНАЯ АМБУЛАТОРИЯ ДЕНСАУЛЫҚ""""",https://fms.ecc.kz/ru/register/supplierreg/show/310027,210640023777,,
309967,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""THE BRONX""",https://fms.ecc.kz/ru/register/supplierreg/show/309967,190240011277,,
309907,ИП БАҚЫТ ГҮЛНАЗ,https://fms.ecc.kz/ru/register/supplierreg/show/309907,,870520402097,
309867,ИП АКИМОВ ЮРИЙ,https://fms.ecc.kz/ru/register/supplierreg/show/309867,,850507300380,
309827,"Товарищество с ограниченной ответственностью ""Saulyq Syry""",https://fms.ecc.kz/ru/register/supplierreg/show/309827,221040020884,,
309787,"Товарищество с ограниченной ответственностью """"Семейный стоматологический центр ""VITA DENTAL CLINIC""""",https://fms.ecc.kz/ru/register/supplierreg/show/309787,230240041526,,
309707,"Товарищество с ограниченной ответственностью ""Центр массажа и мануальной терапии""",https://fms.ecc.kz/ru/register/supplierreg/show/309707,230340042459,,
309667,"Товарищество с ограниченной ответственностью ""ОрдаМед Алматы""",https://fms.ecc.kz/ru/register/supplierreg/show/309667,180540017601,,
309607,ИП ЖАННУРАЙ,https://fms.ecc.kz/ru/register/supplierreg/show/309607,,790317303764,
309547,"Товарищество с ограниченной ответственностью ""dr.Davranov""",https://fms.ecc.kz/ru/register/supplierreg/show/309547,211240013490,,
309447,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНСТИТУТ НЕПРЕРЫВНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""КЕМЕҢГЕР""",https://fms.ecc.kz/ru/register/supplierreg/show/309447,150140000815,,
309387,"Филиал Товарищество с ограниченной ответственностью ""МедИнвестГрупп Казахстан"" в городе Уральск",https://fms.ecc.kz/ru/register/supplierreg/show/309387,210341024968,,
309227,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРДАМЕД АСТАНА""",https://fms.ecc.kz/ru/register/supplierreg/show/309227,120340016219,,
309187,ИП БАСКАРАЕВА ГУЛЬЗАДА,https://fms.ecc.kz/ru/register/supplierreg/show/309187,,850220400455,
309147,"Товарищество с ограниченной ответственностью ""RBN DEVELOPMENT""",https://fms.ecc.kz/ru/register/supplierreg/show/309147,230340029799,,
309047,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУ-ТАЙЕРС""",https://fms.ecc.kz/ru/register/supplierreg/show/309047,191240008963,,
308987,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""CAMPO MARZIO DESIGN"" (КАМПО МАРЦИО ДИЗАЙН)",https://fms.ecc.kz/ru/register/supplierreg/show/308987,110340012670,,
308947,"Актюбинский областной филиал Республиканского государственного предприятия на праве хозяйственного ведения ""Национальный научный центр развития здравоохранения имени Салидат Каирбековой"" Министерства здравоохранения Республики Казахстан",https://fms.ecc.kz/ru/register/supplierreg/show/308947,221241009192,,
308867,"Алматинский городской филиал Республиканского государственного предприятия на праве хозяйственного ведения ""Национальный научный центр развития здравоохранения имени Салидат Каирбековой"" Министерства здравоохранения Республики Казахстан",https://fms.ecc.kz/ru/register/supplierreg/show/308867,221141049514,,
308747,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ARTEMISIA MEDICAL GROUP""",https://fms.ecc.kz/ru/register/supplierreg/show/308747,190440020075,,
308687,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""MLAB""",https://fms.ecc.kz/ru/register/supplierreg/show/308687,170840022805,,
308667,ИП КОЯНБАЕВ ЭРИК,https://fms.ecc.kz/ru/register/supplierreg/show/308667,,750312301703,
308587,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""MEDICAL COMPANY SUNCAR CITY""",https://fms.ecc.kz/ru/register/supplierreg/show/308587,210440039002,,
308547,"ТОО ""Aqualab Astana (Аквалаб Астана)""",https://fms.ecc.kz/ru/register/supplierreg/show/308547,220340022432,,
308467,ИП ИМАНКУЛОВА БАХЫТЖАН,https://fms.ecc.kz/ru/register/supplierreg/show/308467,,630213401826,
308427,"Общественное объединение инвалидов ""Көгершін""",https://fms.ecc.kz/ru/register/supplierreg/show/308427,140340001849,,
308387,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНЖЕНЕРНЫЙ ЦЕНТР ""КРАНБУРСЕРВИС-АТЫРАУ""",https://fms.ecc.kz/ru/register/supplierreg/show/308387,120740016352,,
308327,ИП МУСАЕВ ЖОЛАМАН,https://fms.ecc.kz/ru/register/supplierreg/show/308327,,701210302463,
308267,"Товарищество с ограниченной ответственностью ""TURAN DENTAL""",https://fms.ecc.kz/ru/register/supplierreg/show/308267,230140020212,,
308207,"Товарищество с ограниченной ответственностью ""Medical Park Kazakhstan""",https://fms.ecc.kz/ru/register/supplierreg/show/308207,230240044550,,
308167,"Филиал Товарищества с ограниченной ответственностью ""Күлімкөз""",https://fms.ecc.kz/ru/register/supplierreg/show/308167,221241030438,,
308087,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАДИЦИОННАЯ КИТАЙСКАЯ МЕДИЦИНА""",https://fms.ecc.kz/ru/register/supplierreg/show/308087,141040005040,,
308047,«АРАЙ ҚАМҚОР» МҮГЕДЕКТЕР ҚОҒАМЫ» ҚОҒАМДЫҚ БІРЛЕСТІГІ,https://fms.ecc.kz/ru/register/supplierreg/show/308047,220840020197,,
308007,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""SMARTFIT 2020""",https://fms.ecc.kz/ru/register/supplierreg/show/308007,210140021435,,
307947,"Товарищество с ограниченной ответственностью ""Baident Atyrau""",https://fms.ecc.kz/ru/register/supplierreg/show/307947,210140032341,,
307887,"ТОО ""Нариман Дент""",https://fms.ecc.kz/ru/register/supplierreg/show/307887,,891017402061,
307827,"Товарищество с ограниченной ответственностью ""Сурдология""",https://fms.ecc.kz/ru/register/supplierreg/show/307827,230240012205,,
307787,"Кызылординский областной филиал Республиканского государственного предприятия на праве хозяйственного ведения ""Национальный научный центр развития здравоохранения Салидат Каирбековой"" Министерства здравоохранения Республики Казахстан",https://fms.ecc.kz/ru/register/supplierreg/show/307787,221241006485,,
307647,"Товарищество с ограниченной ответственностью ""Клиника ""Medion+""""",https://fms.ecc.kz/ru/register/supplierreg/show/307647,221240003138,,
307567,"Товарищество с ограниченной ответственностью ""CEREBRUM CENTRUM""",https://fms.ecc.kz/ru/register/supplierreg/show/307567,220740048649,,
307347,"Товарищество с ограниченной ответственностью """"Farabi Clinic""""",https://fms.ecc.kz/ru/register/supplierreg/show/307347,211140027645,,
307307,"Товарищество с ограниченной ответственностью ""Глазная клиника""",https://fms.ecc.kz/ru/register/supplierreg/show/307307,230240027607,,
307227,"Товарищество с ограниченной ответственностью ""РАМАСАН""",https://fms.ecc.kz/ru/register/supplierreg/show/307227,050640001127,,
307187,"TOO ""SMA COMPANY KZ""",https://fms.ecc.kz/ru/register/supplierreg/show/307187,220640009486,,
307107,"Филиал товарищества с ограниченной ответственности ""AIBARMED""",https://fms.ecc.kz/ru/register/supplierreg/show/307107,221041037656,,
306947,ИП НҰРБЕКОВ АЙБАТ,https://fms.ecc.kz/ru/register/supplierreg/show/306947,,980726300109,
306887,"Республиканское государственное учреждение ""Министерство финансов Республики Казахстан""",https://fms.ecc.kz/ru/register/supplierreg/show/306887,201040000013,,
306807,ИП Mercury Dent,https://fms.ecc.kz/ru/register/supplierreg/show/306807,,910527301975,
306767,"ОБЩЕСТВЕННОЕ ОБЪЕДИНЕНИЕ ""СОЮЗ НЕЗАВИСИМЫХ ЭКСПЕРТОВ КГМУ""",https://fms.ecc.kz/ru/register/supplierreg/show/306767,110440000511,,
